link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/BBCSport/status/1691723812067328483#m,"Can Sarina Wiegman navigate England to another major final? 🗺   Watch the Lionesses v Australia LIVE on @BBCOne, @BBCiPlayer, @BBCiPlayer or listen on @BBCSounds at 11:00 BST  #FIFAWWC","Aug 16, 2023 · 8:09 AM UTC",126,14
https://twitter.com/bbcpress/status/1691722945821835540#m,📸 Look who's on the run again...  Jamie Dornan and Danielle Macdonald return in first-look pictures from The Tourist series two  See more ➡️ https://bbc.in/3sdhZKe,"Aug 16, 2023 · 8:05 AM UTC",184,53
https://twitter.com/BBCSport/status/1691402871881732099#m,81' - Paralluelo scores opener 88' - Blomqvist equalises 89' - Carmona nets winner  The ending of Spain v Sweden had it all 🍿🤯  #FIFAWWC,"Aug 15, 2023 · 10:54 AM UTC",138,15
https://twitter.com/BBCSport/status/1691394758856302592#m,Absolute drama 🍿  Olga Carmona sent Spain to their first-ever Women's World Cup final with a 89th minute winner 🎯  #FIFAWWC,"Aug 15, 2023 · 10:21 AM UTC",146,15
https://twitter.com/BBCSport/status/1691389450285096960#m,The moment Spain became Women's World Cup finalists ❤️️  #FIFAWWC,"Aug 15, 2023 · 10:00 AM UTC",177,19
https://twitter.com/BBCSport/status/1691387959029682176#m,SPAIN HAVE DONE IT!!!  They're in the final of the Women's World Cup 💪   #FIFAWWC,"Aug 15, 2023 · 9:54 AM UTC",772,137
https://twitter.com/BBCSport/status/1691386574385102848#m,THIS GAME 🤯  SPAIN HAVE REGAINED THE LEAD JUST MOMENTS AFTER SWEDEN EQUALISE 🔥  #FIFAWWC,"Aug 15, 2023 · 9:49 AM UTC",359,41
https://twitter.com/BBCSport/status/1691386091192909825#m,SWEDEN HIT BACK! 🇸🇪  Late drama!  #FIFAWWC,"Aug 15, 2023 · 9:47 AM UTC",195,13
https://twitter.com/BBCSport/status/1691384859170586624#m,SALMA PARALLUELO DOES IT AGAIN 🔥  SPAIN HAVE THE LEAD AGAINST SWEDEN 💪  #FIFAWWC,"Aug 15, 2023 · 9:42 AM UTC",148,19
https://twitter.com/BBCSport/status/1691382667235749889#m,The best chance of the match falls to Spain 😲  Alba Redondo with a golden opportunity to take the lead 👀  #FIFAWWC,"Aug 15, 2023 · 9:33 AM UTC",61,4
https://twitter.com/BBCSport/status/1691371300600553472#m,A cagey first half between Spain and Sweden!  #FIFAWWC,"Aug 15, 2023 · 8:48 AM UTC",195,18
https://twitter.com/BBCSport/status/1691359684140150784#m,"🚨 KICK OFF 🚨  The first #FIFAWWC semi-final is under way!  Watch on @BBCOne, @BBCiPlayer and the @BBCSport app or listen on @BBCSounds ⤵️  #BBCFootball","Aug 15, 2023 · 8:02 AM UTC",85,9
https://twitter.com/bbcpress/status/1690007360331272194#m,📢The BBC has acquired the second series of award-winning romantic comedy Colin From Accounts.  More here ⬇️ https://www.bbc.co.uk/mediacentre/2023/bbc-acquires-second-series-colin-from-accounts,"Aug 11, 2023 · 2:28 PM UTC",279,36
https://twitter.com/bbcpress/status/1690439682276941824#m,"✨ Have you seen the FAB-U-LOUS fifteen?  Here they are - your #Strictly stars, who'll be waltzing into the ballroom and on to screens this autumn  Meet them ➡️ https://bbc.in/3OpGACM","Aug 12, 2023 · 7:06 PM UTC",37,2
https://twitter.com/BBCSport/status/1690340457715212288#m,It wasn't always easy... 😅  ...but the Lionesses are in to the last 4️⃣! 👏🦁   #FIFAWWC #ENG v #COL,"Aug 12, 2023 · 12:32 PM UTC",3532,222
https://twitter.com/BBCSport/status/1690332824635617280#m,BOSH! ✌️  Alessia Russo gives England the lead with a classic strikers finish 🦊📦  2-1 😎  #FIFAWWC #ENG v #COL,"Aug 12, 2023 · 12:02 PM UTC",802,38
https://twitter.com/BBCSport/status/1690323286616338432#m,England are level at the break! 🏴󠁧󠁢󠁥󠁮󠁧󠁿  Lauren Hemp with the equaliser after a big error from Colombia's goalkeeper.  Still plenty of work for the @Lionesses to do.  📲 Listen live on @BBCSounds and the @BBCSport app ⤵️  #FIFAWWC #ENG #COL,"Aug 12, 2023 · 11:24 AM UTC",355,32
https://twitter.com/BBCSport/status/1690294133716398080#m,The @Lionesses team news is in! 🔒  Ella Toone comes in for the suspended Lauren James.  Thoughts on the team?  📲 Listen on @BBCSounds and follow on the @BBCSport app  #BBCWorldCup #FIFAWWC,"Aug 12, 2023 · 9:28 AM UTC",96,12
https://twitter.com/BBCSounds/status/1689727940949336064#m,How welcoming is hip-hop to outsiders?  DJ Trevor Nelson gives #BBCNewscast his take as the BBC celebrates 50 years of hip-hop…,"Aug 10, 2023 · 7:58 PM UTC",30,9
https://twitter.com/bbcpress/status/1689905725525430272#m,"✨ Our survey says... #Strictly!  TV personality, actor and entertainer Les Dennis is the 15th and FINAL Strictly Come Dancing celebrity contestant for 2023  Find out more ➡️ https://bbc.in/47FFYCb","Aug 11, 2023 · 7:44 AM UTC",289,32
https://twitter.com/bbcstrictly/status/1689905648752795648#m,"Actor, comedian, game show host, now Les Dennis is adding #Strictly star to his legendary TV career 🕺🏻   👉 https://bit.ly/Les_Dennis @LesDennis","Aug 11, 2023 · 7:44 AM UTC",3463,226
https://twitter.com/bbcpress/status/1689557169274781696#m,✨ Could Annabel Croft swap tennis balls for the Glitterball with a perfect Paso Do(u)ble(s)?  The former British Number One tennis player is the 14th celebrity contestant confirmed for #Strictly 2023  Read more ➡️ https://bbc.in/3DOb0Kj,"Aug 10, 2023 · 8:39 AM UTC",78,22
https://twitter.com/bbcstrictly/status/1689556894837551106#m,Now this is a serve! Wimbledon presenter and former British number one tennis player Annabel Croft is all set for #Strictly 🎾  👉https://bit.ly/Annabel_Croft @Annabel_Croft,"Aug 10, 2023 · 8:38 AM UTC",3272,232
https://twitter.com/bbcpress/status/1689551562991935488#m,"✨ From #EastEnders to Downton Abbey, Casualty's ED to the #Strictly Ballroom...  Nigel Harman is ""amazed, excited, and terrified"" to be joining the #Strictly Class of 2023  Find out more ➡️ https://bbc.in/3OPEOwj","Aug 10, 2023 · 8:17 AM UTC",253,39
https://twitter.com/bbcstrictly/status/1689550557462118400#m,Is there a doctor in the house? There is now. We prescribe @BBCCasualty actor Nigel Harman one series of #Strictly Come Dancing!🚨  👉 https://bit.ly/Nigel_Harman,"Aug 10, 2023 · 8:13 AM UTC",3827,291
https://twitter.com/bbcpress/status/1687514777512267789#m,"🐺 Fancy a drama with an intricate, thrilling storyline that keeps you guessing?   Watch WOLF on @BBCiPlayer!  We caught up with the cast to find out about the show's ""massively high stakes"" and ""hugely climactic finale""...  Read more ➡️ https://bbc.in/3OIMWi8","Aug 4, 2023 · 5:24 PM UTC",56,12
https://twitter.com/bbcpress/status/1689183502992879616#m,"✨ A familiar Wal(tz)ford face is heading for the ballroom!  Model, actor and @bbceastenders star Bobby Brazier is the twelfth celebrity contestant joining #Strictly's Class of 2023 and ""can’t wait to start training like a professional dancer""  More ➡️ https://bbc.in/45fpAWE","Aug 9, 2023 · 7:55 AM UTC",204,29
https://twitter.com/bbcstrictly/status/1689183205390204928#m,"From the Slater family to the #Strictly family, say hello to @bbceastenders Bobby Brazier!   👉 https://bit.ly/Bobby_Brazier","Aug 9, 2023 · 7:53 AM UTC",4116,308
https://twitter.com/bbcpress/status/1689177238623633408#m,"✨ Gold, Silver, Bronze... and Glitter?  World and Paralympic Champion Jody Cundy CBE is the eleventh celebrity contestant confirmed for #Strictly 2023  ""Can’t wait to get stuck in, bring on the glitter and sequins!""  Read more ➡️ https://bbc.in/444kDz7","Aug 9, 2023 · 7:30 AM UTC",76,13
https://twitter.com/bbcstrictly/status/1689176031649812481#m,"He's won Gold, Silver and Bronze. Now Paralympian Jody Cundy has set his sights on glitter with a place on #Strictly 2023! 🥇  👉https://bit.ly/Jody_Cundy @jodycundy","Aug 9, 2023 · 7:25 AM UTC",1629,182
https://twitter.com/bbcpress/status/1689168433038913536#m,"✨ From Corrie's cobbles to the #Strictly ballroom, Ellie Leach is the tenth celebrity contestant joining the Strictly Come Dancing Class of 2023  ""It’s always been a dream of mine so I guess dreams really do come true!""  Find out more ➡️ https://bbc.in/43YhLUl","Aug 9, 2023 · 6:55 AM UTC",69,20
https://twitter.com/bbcstrictly/status/1689168138879860736#m,Coronation Street's Ellie Leach has a new storyline... #Strictly 2023!   👉 https://bit.ly/Ellie_Leach @ellieLleach,"Aug 9, 2023 · 6:54 AM UTC",2068,214
https://twitter.com/bbcpress/status/1688937507457515522#m,⚽️ The #FIFAWWC Quarter Finals are calling!  Find out how to tune in to all the action - including England v Colombia - across the @BBC ⬇️ https://bbc.in/47kON43,"Aug 8, 2023 · 3:37 PM UTC",14,3
https://twitter.com/bbcpress/status/1688916670805618689#m,"👰 ""Bridesmaids meets Pitch Perfect meets Shaun of the Dead meets Mad Max""  The cast of Henpocalypse! reveal all about the ""completely mad"" apocalypse comedy, their love for the Midlands and working with Danny Dyer  Find out more ➡️ https://bbc.in/47rb54f","Aug 8, 2023 · 2:14 PM UTC",42,20
https://twitter.com/bbcpress/status/1688850468837945344#m,"🏏 Millions turned to the BBC to follow the Ashes via @bbctms, TV highlights, social clips and the @BBCSport website & app  There were 27.3m requests from audiences tuning into TMS on @BBCSounds or the BBC Sport site, a huge increase on the 2019 series https://bbc.in/3OMsiO9","Aug 8, 2023 · 9:51 AM UTC",108,19
https://twitter.com/bbcpress/status/1688817720563806208#m,"✨ “Throw the glitter on me!”  @bbcasiannetwork radio host and TV presenter Nikita Kanda says joining the #Strictly 2023 line-up is a ""dream come true"" and she ""can't wait to get glammed up and get out there""  Find out more ➡️ https://bbc.in/45e7VPc","Aug 8, 2023 · 7:41 AM UTC",59,21
https://twitter.com/bbcstrictly/status/1688817563596140545#m,Presenter Nikita Kanda is swapping the @bbcasiannetwork Breakfast show for #Strictly Saturday nights! 🪩  👉https://bit.ly/Nikita_Kanda @NikitaKanda,"Aug 8, 2023 · 7:40 AM UTC",1326,179
https://twitter.com/bbcpress/status/1688810568138776576#m,"✨ “I can't dance to save my life but I'm buzzing to learn and have a good laugh with my pro”  Actor, presenter and @WaterlooRoad's own Adam Thomas is ready to be schooled in the art of dance as he joins the #Strictly Class of 2023  Read more ➡️ https://bbc.in/43YKHvE","Aug 8, 2023 · 7:13 AM UTC",71,19
https://twitter.com/bbcstrictly/status/1688810230824714240#m,Dance lessons are on the curriculum for Waterloo Road's Adam Thomas he's ready to be schooled in the world of #Strictly! 🕺🏻  https://bit.ly/Adam_Thomas @adamthomas21,"Aug 8, 2023 · 7:11 AM UTC",3970,262
https://twitter.com/bbcpress/status/1688576441074532352#m,"✨ Broadcaster and content creator Zara McDermott is ""so excited to be joining the world of #Strictly""  She can’t wait to waltz into the ballroom as the seventh celebrity contestant confirmed for Strictly Come Dancing 2023  Find out more ➡️ https://bbc.in/3OM5gqA","Aug 7, 2023 · 3:42 PM UTC",94,20
https://twitter.com/bbcstrictly/status/1688576169799544832#m,We've got a text! @bbcthree documentary maker and former Love Island contestant Zara McDermott is joining the cast of #Strictly 2023  👉 https://bit.ly/Zara_Strictly,"Aug 7, 2023 · 3:41 PM UTC",2935,208
https://twitter.com/CBeebiesHQ/status/1688503597510602753#m,Amazing result #Lionesses 👏Good luck in the quarter-finals.   Watch Chloe Kelly score another goal on NEW Justin’s House on BBC iPlayer now.   https://www.bbc.co.uk/iplayer/episode/m001pgz1/justins-house-series-6-5-football-fun #WomensWorldCup #ENGNGA #FIFAwwc,"Aug 7, 2023 · 10:53 AM UTC",23,8
https://twitter.com/BBCSport/status/1688499539890581505#m,Nerves of steel!   #FIFAWWC #ENG #NGA #Lionesses,"Aug 7, 2023 · 10:37 AM UTC",2816,139
https://twitter.com/BBCSport/status/1688498552786309120#m,"Chloe Kelly KNEW she was going to score a penalty for this ""special England team""   #FIFAWWC #ENG #NGA","Aug 7, 2023 · 10:33 AM UTC",1371,78
https://twitter.com/BBCSport/status/1688496423732465665#m,BOOM!   What a penalty to send England through to the quarter-finals of the #FIFAWWC!   #ENG #NGA #Lionesses,"Aug 7, 2023 · 10:24 AM UTC",6441,642
https://twitter.com/BBCSport/status/1688495505465024512#m,"England have booked their spot in the #FIFAWWC quarter-finals!   The #Lionesses went through after a dramatic penalty shootout, and playing 35 minutes with 10 players.   #ENG #NGA","Aug 7, 2023 · 10:21 AM UTC",2937,358
https://twitter.com/BBCSport/status/1688491788661878784#m,"England, in a World Cup penalty shootout, we've been here before...  A place in the #FIFAWWC quarter-finals is at stake!  #ENG #NGA #Lionesses","Aug 7, 2023 · 10:06 AM UTC",883,56
https://twitter.com/BBCSport/status/1688481561614671872#m,"We're heading to extra time in Brisbane, but the #Lionesses will be without Lauren James!  She was shown a straight red card for a stamp on the back of Nigeria's Michelle Alozie.   #FIFAWWC #ENG #NGA","Aug 7, 2023 · 9:25 AM UTC",707,61
https://twitter.com/BBCMOTD/status/1688481061628428288#m,England players 🤝 getting sent off in World Cup knockout games...  #FIFAWWC #ENG v #NGA,"Aug 7, 2023 · 9:23 AM UTC",868,149
https://twitter.com/BBCSport/status/1688476953899089920#m,Daly denied!   England coming SO close to the breakthrough  #FIFAWWC #ENG #NGA #Lionesses,"Aug 7, 2023 · 9:07 AM UTC",198,23
https://twitter.com/BBCSport/status/1688467989069271040#m,Should this penalty have been given for England?   The computer said no!   Judge for yourself...  #FIFAWWC #ENG #NGA #Lionesses,"Aug 7, 2023 · 8:31 AM UTC",187,21
https://twitter.com/BBCSport/status/1688469551569129472#m,Another BIG let off for England!  Nigeria have hit the bar for a second time.  #FIFAWWC #ENG #NGA #Lionesses,"Aug 7, 2023 · 8:38 AM UTC",181,23
https://twitter.com/BBCSport/status/1688464855701884928#m,"Sarina Wiegman will be relieved to get her England side in at the break.  Mary Earps has been the busier of the two keepers in the first half, but #ENG did have a penalty cancelled out by VAR.  A huge 45 minutes coming up!   #FIFAWWC #NGA","Aug 7, 2023 · 8:19 AM UTC",550,29
https://twitter.com/BBCSport/status/1688461764067840001#m,Should England have been awarded a penalty for this?   VAR said no!   #FIFAWWC #Lionesses #ENG #NGA,"Aug 7, 2023 · 8:07 AM UTC",312,35
https://twitter.com/bbcpress/status/1688454761513652224#m,"✨ Can this Irish TV presenter put the cha-cha-cha in chat show host?  Angela Scanlon is the sixth celeb contestant confirmed for #Strictly 2023 and she’s ""panicking a bit… but also secretly thrilled about the prospect of all that glitter.""  Read more ➡️ https://bbc.in/3QzmdpL","Aug 7, 2023 · 7:39 AM UTC",169,27
https://twitter.com/BBCSport/status/1688457377538789378#m,A HUGE let off for England!  Nigeria should be ahead!   #FIFAWWC #ENG #NGA,"Aug 7, 2023 · 7:49 AM UTC",385,29
https://twitter.com/bbcstrictly/status/1688454638067204096#m,We can't wait to see Angela Scanlon hit the dance floor! She's our sixth celebrity for #Strictly 2023.   https://bit.ly/Angela_Scanlon @angelascanlon 💃,"Aug 7, 2023 · 7:38 AM UTC",3351,213
https://twitter.com/BBCSport/status/1688452666186170368#m,"It's time...   A place in the #FIFAWWC quarter-finals is at stake for England and Nigeria  They've just kicked off in Brisbane!   📱💻🖥 #ENG v #NGA is live @BBCiPlayer, @BBCSounds & the @BBCSport app  #Lionesses","Aug 7, 2023 · 7:31 AM UTC",125,25
https://twitter.com/BBCSport/status/1688451334721159168#m,Sarina Wiegman is SO happy Keira Walsh can start against Nigeria for the #Lionesses.  #FIFAWWC #ENG #NGA,"Aug 7, 2023 · 7:25 AM UTC",111,8
https://twitter.com/bbcpress/status/1688201118201909249#m,"✨ Ready, Eddie, GO!  Comedian and radio presenter Eddie Kadi is the 5th celebrity contestant confirmed for #Strictly 2023 and the @1Xtra Official UK Afrobeats Chart Show host promises that it's ""going to be a VIBE!""  Read more ➡️ https://bbc.in/3OrWOLW","Aug 6, 2023 · 2:51 PM UTC",95,23
https://twitter.com/bbcstrictly/status/1688201304550658049#m,"DJ, comedian, actor, and now soon to be Ballroom dancer, meet @1Xtra's Eddie Kadi!   👉 https://bit.ly/Eddie_Kadi @EddieKadi","Aug 6, 2023 · 2:52 PM UTC",1717,185
https://twitter.com/bbcpress/status/1687904461908213760#m,"📢 England will face Australia in the Netball World Cup Final on Sunday 6 August  You can keep up with all the action across @BBCTwo, @BBCiPlayer, 5 Live Sports Extra, @BBCSounds and @BBCSport online  Get all the info ➡️ https://bbc.in/44XubNu","Aug 5, 2023 · 7:12 PM UTC",22,4
https://twitter.com/bbcpress/status/1687759593282150401#m,"✨ Trading breaking news for dancing shoes!  Journalist and broadcaster Krishnan Guru-Murthy is the the fourth celebrity contestant confirmed for #Strictly Come Dancing 2023 and he’s “surprised, delighted and slightly confused”...  Read more ➡️ https://bbc.in/3YkAh8k","Aug 5, 2023 · 9:36 AM UTC",195,29
https://twitter.com/bbcstrictly/status/1687759393863970816#m,🚨BREAKING NEWS: Krishnan Guru-Murthy is making headlines as our latest #Strictly signing.  👉 https://bit.ly/Krishnan_Guru-Murthy @krishgm,"Aug 5, 2023 · 9:36 AM UTC",4669,292
https://twitter.com/bbcpress/status/1687529844173635594#m,"✨ Everybody’s talking about #Strictly!  Film and theatre actor Layton Williams is the third celebrity contestant confirmed for Strictly Come Dancing 2023 and the Bad Education star can’t wait to ""bring it to the Ballroom!""  Get all the info ➡️ https://bbc.in/43RaUfj","Aug 4, 2023 · 6:24 PM UTC",169,27
https://twitter.com/bbcstrictly/status/1687529602137128973#m,Everybody's talking about our next #Strictly star. Welcome actor Layton Williams! 🕺🏻    👉 https://bit.ly/Layton_Williams @LaytonWilliams,"Aug 4, 2023 · 6:23 PM UTC",5390,370
https://twitter.com/bbcpress/status/1687527619166646272#m,"✨ Guess who’s ready to Come Dancing?  Award-winning journalist, TV presenter, newsreader, and author Angela Rippon CBE is the second celebrity contestant confirmed for #Strictly 2023. And there’s one dance she'd love the chance to master!  Read more ➡️ https://bbc.in/45fMA85","Aug 4, 2023 · 6:15 PM UTC",294,30
https://twitter.com/bbcstrictly/status/1687526520451903488#m,"From the original Come Dancing to #Strictly Come Dancing, broadcasting icon Angela Rippon joins our line-up! 💃   👉 https://bit.ly/Angela_Rippon","Aug 4, 2023 · 6:10 PM UTC",4627,320
https://twitter.com/bbcpress/status/1687525263469400072#m,"✨ The game is on!  Award-winning stage and screen actor Amanda Abbington is the first celebrity confirmed for #Strictly Come Dancing 2023 and ""can't wait to start"".  Is she ready for a study in sparkles? 🕵️‍♀️  Find out more ➡️ https://bbc.in/47v1t8C","Aug 4, 2023 · 6:05 PM UTC",452,40
https://twitter.com/bbcstrictly/status/1687524768264704007#m,🪩 Ready to take centre stage on #Strictly our first celebrity of 2023 is actress Amanda Abbington!  👉 https://bit.ly/Amanda_Abbington,"Aug 4, 2023 · 6:03 PM UTC",6661,439
https://twitter.com/BBCSounds/status/1687189553021386752#m,“There’s too much radio”  Radio 2 DJ Tony Blackburn gives #Newscast his reaction to today’s figures which show Radio 2 has lost a million listeners since the departure of Ken Bruce…,"Aug 3, 2023 · 7:51 PM UTC",74,21
https://twitter.com/bbcpress/status/1687084973390536704#m,"📸 Here's your first look at Ruth Wilson and Daryl McCormack in The Woman in the Wall  The sensitively crafted, fictional drama series examines the legacy of one of Ireland’s most shocking scandals   See more images ➡️ https://bbc.in/3OjAlAC","Aug 3, 2023 · 12:56 PM UTC",100,24
https://twitter.com/bbcpress/status/1687079801926889472#m,⚽️ Ready for the #FIFAWomensWorldCup Round of 16?  The FULL TV schedule for the knockout stage is here with details of how to watch England v Nigeria and more exciting matches across @BBC TV and @BBCiPlayer   Get the info ➡️ https://bbc.in/3DEdUB0,"Aug 3, 2023 · 12:35 PM UTC",22,7
https://twitter.com/bbcpress/status/1686677733667930112#m,"📢 It is a truth universally acknowledged, that Pride and Prejudice - yes, THAT Pride and Prejudice - is available to watch in full on @BBCiPlayer right now  Watch ▶️ https://bbc.in/3KoJMgX","Aug 2, 2023 · 9:58 AM UTC",240,51
https://twitter.com/bbcpress/status/1686388791718887424#m,📢 Classic BBC series Oppenheimer - starring Sam Waterson as atomic bomb creator J. Robert Oppenheimer - is now available to watch as a boxset on @BBCiPlayer   More info ➡️ https://bbc.in/47g2pgG,"Aug 1, 2023 · 2:49 PM UTC",27,14
https://twitter.com/bbcpress/status/1686349428297289728#m,🧑‍🍳 Catch up with the first set of celebrities hoping to become the Celebrity MasterChef 2023 Champion!  Celebrity MasterChef is back tomorrow on @BBCOne and @BBCiPlayer at 9pm. #CelebrityMasterChef   More here ➡️ https://www.bbc.co.uk/mediacentre/mediapacks/celebrity-materchef-week-one-heats-2023,"Aug 1, 2023 · 12:13 PM UTC",27,6
https://twitter.com/BBCSport/status/1686362494002933761#m,ENGLAND TOP GROUP D AND PROGRESS TO THE LAST-16 OF THE #FIFAWWC  A Lauren James masterclass 💪,"Aug 1, 2023 · 1:05 PM UTC",2864,202
https://twitter.com/BBCSport/status/1686359125041577984#m,RACHEL DALY GETS IN ON THE ACT 👏  It's six for England!  #FIFAWWC,"Aug 1, 2023 · 12:52 PM UTC",771,44
https://twitter.com/BBCMOTD/status/1686355201291132929#m,Performance of the tournament so far? ⚽️⚽️🅰️🅰️  #FifaWWC #ENG v #CHN,"Aug 1, 2023 · 12:36 PM UTC",639,41
https://twitter.com/BBCSport/status/1686354111640326144#m,LAUREN JAMES... AGAIN 🥶️  That was outrageous 😳  #FIFAWWC,"Aug 1, 2023 · 12:32 PM UTC",2275,106
https://twitter.com/BBCSport/status/1686341792147353600#m,LAUREN JAMES WITH ANOTHER BEAUTY 🎯🤩  England are cooking 🔥  #FIFAWWC,"Aug 1, 2023 · 11:43 AM UTC",2655,138
https://twitter.com/BBCSport/status/1686338082126147585#m,"THAT FIRST TOUCH, THAT FINISH 👏  LAUREN HEMP 💪  #FIFAWWC","Aug 1, 2023 · 11:28 AM UTC",1021,47
https://twitter.com/BBCSport/status/1686332640993886208#m,ALESSIA RUSSO GIVES ENGLAND THE LEAD 😤  #FIFAWWC,"Aug 1, 2023 · 11:06 AM UTC",2874,99
https://twitter.com/BBCSport/status/1684872640513646592#m,Lauren James' sixth minute strike proved enough for England to see off Denmark at the #FIFAWWC   It's now two wins from two for the #Lionesses #ENG #DEN,"Jul 28, 2023 · 10:25 AM UTC",1970,155
https://twitter.com/BBCSport/status/1684846068435980288#m,What are start for the #Lionesses!   What a strike from Lauren James!   #FIFAWWC #ENG #DEN,"Jul 28, 2023 · 8:39 AM UTC",3180,467
https://twitter.com/BBCSport/status/1684846030515298304#m,LAUREN JAMES SCORES ON HER FIRST START IN A MAJOR TOURNAMENT 🔥  #FIFAWWC,"Jul 28, 2023 · 8:39 AM UTC",2998,143
https://twitter.com/BBCSounds/status/1684659269885480960#m,‘It’s not an option not to be tackling this’  Labour's Ed Miliband on why he believes climate change and the cost of living are the two biggest crises facing the country...  In the latest #BBCNewscast,"Jul 27, 2023 · 8:17 PM UTC",18,15
https://twitter.com/bbcpress/status/1684488991989460992#m,🌍 BBC One’s Celebrity Race Across The World line up has been revealed... and it’s a family affair!  Meet them ➡️ https://bbc.in/3Q9Yg89,"Jul 27, 2023 · 9:00 AM UTC",102,17
https://twitter.com/BBCSounds/status/1684285730992816128#m,"""She was the first woman to head up a major bank""  The BBC’s Dharshini David talks to #BBCNewscast about the rise and fall of Dame Alison Rose who has resigned as head of NatWest…","Jul 26, 2023 · 7:33 PM UTC",12,5
https://twitter.com/bbcpress/status/1684134503504117760#m,"BBC achieves £112m investment into diverse TV & Radio content one year ahead of target  ""Diversity and inclusion is an absolute priority for the BBC"" - Chinny Okolidoh, BBC Director of Diversity & Inclusion  Read more ➡️ https://www.bbc.co.uk/mediacentre/2023/diversity-commissioning-report-code-of-practice-report/","Jul 26, 2023 · 9:32 AM UTC",37,14
https://twitter.com/bbcpress/status/1684127276479270912#m,📢 BBC announces the much-anticipated cast of The Famous Five with first look images  Read more ➡️ https://www.bbc.co.uk/mediacentre/2023/the-famous-five-cast-with-first-look-images,"Jul 26, 2023 · 9:03 AM UTC",133,36
https://twitter.com/BBCSounds/status/1683560009936797698#m,"Listen to George Alagiah in an interview last year, when he was asked if he felt any responsibility to be a role model for other non-white people like him wishing to become journalists…","Jul 24, 2023 · 7:29 PM UTC",247,74
https://twitter.com/bbcpress/status/1683755219161686016#m,"📢 New cast members announced for the second series of @mrJamesGraham's  award-winning hit drama Sherwood, now filming for @BBCOne and @BBCiPlayer  More here ➡️ https://www.bbc.co.uk/mediacentre/2023/sherwood-series-2-casting","Jul 25, 2023 · 8:25 AM UTC",160,27
https://twitter.com/BBCBreaking/status/1683434493753917441#m,"George Alagiah, one of BBC's most respected journalists, who presented the News at Six and was award-winning foreign correspondent, dies aged 67 https://bbc.in/3Kc92Xx","Jul 24, 2023 · 11:10 AM UTC",17987,1835
https://twitter.com/bbcpress/status/1683432126086017026#m,It is with deep sadness that the BBC is announcing the death of its much-loved journalist and presenter George Alagiah.  https://www.bbc.co.uk/mediacentre/2023/george-alagiah/,"Jul 24, 2023 · 11:01 AM UTC",29060,4043
https://twitter.com/BBCMOTD/status/1682714690420453378#m,The @Lionesses are off the mark at the World Cup 🏴󠁧󠁢󠁥󠁮󠁧󠁿  Georgia Stanway with the only goal of the game!  #BBCWorldCup #FIFAWWC #ENG,"Jul 22, 2023 · 11:30 AM UTC",496,31
https://twitter.com/BBCSport/status/1682684790804185093#m,Here we go 🤩  England's World Cup campaign is under way as they take on tournament debutants Haiti!  🎧 Listen on @BBCSounds and follow on the BBC 👇   #FIFAWWC #ENG #HAI,"Jul 22, 2023 · 9:31 AM UTC",161,22
https://twitter.com/BBCMorningLive/status/1682088243037175809#m,How to check if you’re owed money! With @bbc’s cost of living correspondent @collettasmith.   You might have unclaimed benefits you didn’t know you were entitled to and she knows where to check as you might be owed a bit of #money!,"Jul 20, 2023 · 6:01 PM UTC",15,10
https://twitter.com/bbcpress/status/1682309598093475841#m,"🎉Congratulations to Phoebe from Devon, winner of the Blue Peter Amazing Authors writing competition!   🐺There's a Big Bad Wolf will be on @BBCiPlayer  and @cbbc on this evening’s Blue Peter & on @CBeebiesHQ Bedtime Story   More info and a clip here➡️ https://www.bbc.co.uk/mediacentre/2023/blue-peter-winner-amazing-authors-writing-competition","Jul 21, 2023 · 8:40 AM UTC",51,14
https://twitter.com/bbcpress/status/1681293638519734272#m,"""He has his moments.""  An ex Banksy employee reveals never before heard stories about the artist in new @BBCRadio4 podcast The Banksy Story  Find out more ➡️ https://bbc.in/46NYS9v","Jul 18, 2023 · 1:23 PM UTC",25,8
https://twitter.com/BBCSounds/status/1681037924060504066#m,“It’s become this enormous thing in my life”  Today programme presenter Amol Rajan speaks to #BBCNewscast about his sleep issues.,"Jul 17, 2023 · 8:27 PM UTC",103,27
https://twitter.com/bbcpress/status/1680975112667840520#m,"🎾 #Wimbledon 2023 has broken digital records yet again, with 54.3 million streams of the @BBC’s coverage on @BBCiPlayer and @BBCSport online during the two-week long competition – up from 53.8 million in 2022  Find out more ⬇️ https://www.bbc.co.uk/mediacentre/2023/record-breaking-wimbledon-on-the-bbc","Jul 17, 2023 · 4:17 PM UTC",57,26
https://twitter.com/bbcpress/status/1680843209054867456#m,🎶 What's the ULTIMATE @kylieminogue song?  @BBCRadio2 wants YOU to vote and settle the debate ahead of her upcoming headline set at Radio 2 in the Park in Leicester on Sunday 17 September  Find out more ➡️ https://bbc.in/3pUTPTV,"Jul 17, 2023 · 7:33 AM UTC",169,39
https://twitter.com/BBCSport/status/1680637136905666561#m,"Novak Djokovic's Centre Court run has ENDED ❌  After 10 years and 45 matches unbeaten on there, the streak is over.  Carlos Alcaraz is the first to beat Djokovic on Centre Court since Andy Murray in 2013 🏆  #Wimbledon","Jul 16, 2023 · 5:54 PM UTC",3710,413
