link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/BBCSport/status/1680636401782599681#m,CARLOS ALCARAZ DEFEATS THE GOAT ✨  He's won his first #Wimbledon title at the age of 20 🏆,"Jul 16, 2023 · 5:51 PM UTC",15020,1958
https://twitter.com/BBCSport/status/1680637761894637568#m,HE'S DONE IT 🏆  The moment Carlos Alcaraz defeated Novak Djokovic to win his first #Wimbledon title 🤩,"Jul 16, 2023 · 5:57 PM UTC",2210,291
https://twitter.com/BBCSport/status/1680596831011495936#m,1 hour and 25 minutes of pure brilliance 🔥  That is one of the best sets of tennis you'll see 👏  #Wimbledon,"Jul 16, 2023 · 3:14 PM UTC",595,58
https://twitter.com/BBCSport/status/1680222860155969537#m,WIMBLEDON CHAMPION!!!  Marketa Vondrousova is the first unseeded women's singles player to win it 🤯  #Wimbledon,"Jul 15, 2023 · 2:28 PM UTC",3335,283
https://twitter.com/bbcpress/status/1679774944417259530#m,"🎼 The Proms countdown is on across @BBCRadio3 ahead of tonight's First Night of the Proms  And Clive Myrie is joined by guests Anna Lapwood and Sandi Toksvig from 7pm on @BBCTwo & @BBCiPlayer, as Lesley Manville CBE makes her Proms debut!  More info ➡️ https://bbc.in/3pQeatB","Jul 14, 2023 · 8:48 AM UTC",40,8
https://twitter.com/bbcpress/status/1679774849399414784#m,"⚽️ Football sensation @leahcwilliamson has designed Blue Peter’s coveted 2023 sport badge  The badge is awarded to children aged 5-15 for getting active and trying a new sport. It'll be unveiled on today’s show, 5pm on @cbbc & @BBCiPlayer  Learn more ⬇️ https://www.bbc.co.uk/mediacentre/2023/footballer-leah-williamson-designs-blue-peters-sport-badge","Jul 14, 2023 · 8:48 AM UTC",92,12
https://twitter.com/BBC/status/1679084844200894465#m,"Come on TARDIS, let's go party 💖💖 #DoctorWho @bbcdoctorwho","Jul 12, 2023 · 11:06 AM UTC",2709,292
https://twitter.com/bbcpress/status/1677317762257940482#m,📢 New documentary series from Zara McDermott coming to @bbcthree and @BBCiPlayer in 2024  Zara McDermott: Inside Ibiza (w/t) will explore how the glamorous party island operates over the course of one summer season  More info ➡️ https://www.bbc.co.uk/mediacentre/2023/zara-mcdermott-ibiza,"Jul 7, 2023 · 2:04 PM UTC",42,5
https://twitter.com/BBCSounds/status/1677042623691751428#m,"‘I got death threats to my children’  Deputy Leader of the Labour Party, Angela Rayner, tells #BBCNewscast that she’s worried about her family’s safety...","Jul 6, 2023 · 7:51 PM UTC",233,62
https://twitter.com/bbcpress/status/1676986218779648003#m,"📢 Here's your first full trailer for The Sixth Commandment, a brand new four-part true crime drama  Coming to @BBCOne and @BBCiPlayer from Monday 17 July  Watch ▶️ https://www.bbc.co.uk/mediacentre/2023/the-sixth-commandment-trailer","Jul 6, 2023 · 4:07 PM UTC",37,11
https://twitter.com/bbcpress/status/1676509154842750976#m,"📢 You heard it here first - University Challenge is back on your screens, Monday 17 July at 8:30pm on @BBCTwo and @BBCiPlayer    Asking the questions - @amolrajan! 📚 📺  Find out more➡️ https://www.bbc.co.uk/mediacentre/2023/university-challenge-returns-on-bbc-two-and-iplayer/","Jul 5, 2023 · 8:31 AM UTC",160,48
https://twitter.com/BBCRadio3/status/1676554325701668864#m,"Good afternoon! Join us from 12.40pm to hear every note of A Scottish Service of Thanksgiving and Dedication, live from @StGilesHighKirk 👑    We’ll be sharing insights as we follow along 🧵 ⬇️","Jul 5, 2023 · 11:31 AM UTC",59,11
https://twitter.com/bbcpress/status/1676193343007600640#m,📞 Call the Midwife! Production begins on series 13 of the award winning drama  The well-loved cast returns and Nonnatus House welcomes pupil midwives Joyce Highland and Rosalind Clifford   More info ➡️ https://www.bbc.co.uk/mediacentre/2023/call-the-midwife-series-13-production-starting,"Jul 4, 2023 · 11:36 AM UTC",109,15
https://twitter.com/BBCSounds/status/1674787410234994688#m,Conservative peer and author Daniel Finkelstein tells #BBCNewscast that writing about his parents’ Holocaust experience has shaped his own world view…,"Jun 30, 2023 · 2:30 PM UTC",34,16
https://twitter.com/bbcpress/status/1675771666939379714#m,📢 Parklife!  Calling all @blurofficial fans!  Blur will play @BBCRadio2 In Concert as part of a summer of music across the BBC  Find out more ➡️ https://www.bbc.co.uk/mediacentre/2023/radio-2-in-concert-blur-summer-of-music-across-the-bbc/,"Jul 3, 2023 · 7:41 AM UTC",128,39
https://twitter.com/bbcpress/status/1674791303287279622#m,Here’s your starter for… University Challenge 📚   Coming soon to @BBCTwo and @BBCiPlayer @amolrajan 📺,"Jun 30, 2023 · 2:45 PM UTC",110,30
https://twitter.com/BBCr4today/status/1673680001273671686#m,Strictly winner @RoseAylingEllis is calling for more access to British Sign Language lessons.  She talks to @MarthaKearney about the ‘Strictly effect’ and her new BBC documentary.  BSL interpreter Vivi Valiamé signed the interview for #R4Today ⬇️,"Jun 27, 2023 · 1:09 PM UTC",194,38
https://twitter.com/bbcpress/status/1673583439214436352#m,🐲 They're in! 🐲  @GNev2 and Emma Grede join #DragonsDen as guest Dragons for the new series in 2024.  More info ➡️ https://bbc.com/mediacentre/2023/dragons-den-s21-guest-dragons/,"Jun 27, 2023 · 6:46 AM UTC",143,31
https://twitter.com/bbcpress/status/1673602313620172800#m,🎾 Anyone for tennis? 🎾  #Wimbledon presenters reveal what The Championships mean to them ahead of it starting next week  Watch an interview with @ClareBalding and hear from @IsaGuha and @QasaAlom here ➡️ https://bbc.com/mediacentre/mediapacks/wimbledon-2023-presenters/,"Jun 27, 2023 · 8:01 AM UTC",29,8
https://twitter.com/bbcpress/status/1673319044894674948#m,"🎶 Still standing after Elton John's Sunday night #Glastonbury set?  Record overnight audiences tuned into the @BBC’s live Glastonbury TV coverage, with Elton's epic performance watched by a peak audience of 7.6 million on @BBCOne   More info ➡️ https://www.bbc.co.uk/mediacentre/2023/glastonbury-audience-record-for-elton-john-bbc-one/","Jun 26, 2023 · 1:15 PM UTC",105,30
https://twitter.com/bbcpress/status/1671963132002967552#m,📢 Un-Beale-ievable news from Walford  Peter Beale’s returning to #EastEnders too - and actor Thomas Law is stepping back into his shoes  Find out more ➡️ https://www.bbc.co.uk/mediacentre/2023/eastenders-peter-beale-returns,"Jun 22, 2023 · 7:27 PM UTC",209,25
https://twitter.com/bbcpress/status/1672152516648218624#m,"👀 Fancy another one? Well, you’ve been pretty faithful…  The Traitors Australia descends on @bbcthree and @BBCiPlayer this summer  Get all the info ➡️ https://www.bbc.co.uk/mediacentre/2023/the-traitors-australia-bbc-three-iplayer/","Jun 23, 2023 · 8:00 AM UTC",185,33
https://twitter.com/BBC/status/1671216344853880833#m,"The mystery is revealed! A Good Girl’s Guide To Murder is coming to #BBCThree and  @BBCiPlayer and here’s your first look at the cast 🤩  In this thrilling adaption of the smash hit book by @HoJay92, #EmmaMyers will play the lead role of Pip Fitz-Amobi opposite #ZainIqbal as Ravi","Jun 20, 2023 · 6:00 PM UTC",148,41
https://twitter.com/BBCSounds/status/1671184064710098951#m,‘It’s a very dangerous environment’  The BBC's Simon Platts explains what it's like inside the missing Titanic sub on the latest #BBCNewscast,"Jun 20, 2023 · 3:51 PM UTC",18,15
https://twitter.com/bbcpress/status/1669771259528314898#m,✨ It's OFFICIAL ✨ Fleur East will be joining Janette Manrara as the new co-host for @BBC’s #Strictly It Takes Two  Get all the info ➡️ https://www.bbc.co.uk/mediacentre/2023/fleur-east-new-co-host-strictly-it-takes-two/,"Jun 16, 2023 · 6:17 PM UTC",1685,130
https://twitter.com/bbcpress/status/1669714560557764611#m,💃 Who’s ready to rumba as the new host of #Strictly It Takes Two?  👀 Watch @BBCTheOneShow tonight from 7pm on @BBCOne and @BBCiPlayer to find out!,"Jun 16, 2023 · 2:32 PM UTC",130,23
https://twitter.com/bbcglasto/status/1669688650211160064#m,"Getting the crowd going is an essential part of a successful Glastonbury performance, so Clara Amfo, @jowhiley and @jackxsaunders rank the festival's best singalongs.  Listen to Glastonbury Top 10’s Singalongs episode on @BBCSounds https://www.bbc.co.uk/sounds/play/p0ftrj56","Jun 16, 2023 · 12:49 PM UTC",16,2
https://twitter.com/bbcpress/status/1669374706821079040#m,✨ Make way for Morris!  Bafta award winner Lenny Rush is joining #DoctorWho  Get all the info ➡️ https://www.bbc.co.uk/mediacentre/2023/doctor-who-lenny-rush-morris,"Jun 15, 2023 · 4:02 PM UTC",283,42
https://twitter.com/BBCMorningLive/status/1668647723363454977#m,"There was something fishy going on in the studio! The team behind @BBC's 'Spy in the Ocean' came in, with their underwater detectives, to talk about how they made the show.   Make sure you watch it this Sunday, 7pm @BBCOne, or @BBCiPlayer.","Jun 13, 2023 · 3:53 PM UTC",38,12
https://twitter.com/BBCSounds/status/1669046641288966145#m,Why is inflation higher for longer in the UK?  Economics editor Faisal Islam explains on #BBCNewscast,"Jun 14, 2023 · 6:18 PM UTC",65,19
https://twitter.com/bbcpress/status/1669250671810433025#m,"🍳 The heat is on in the MasterChef kitchen, with 20 new famous faces ready to show off their culinary skills  It's a sizzling Celebrity @MasterChefUK summer line-up, coming soon to @BBCOne and @BBCiPlayer  Meet them all ➡️ https://www.bbc.co.uk/mediacentre/2023/celebrity-masterchef-line-up-summer","Jun 15, 2023 · 7:49 AM UTC",71,20
https://twitter.com/BBCSport/status/1669029922906546183#m,Full story: https://www.bbc.co.uk/sport/football/65901075,"Jun 14, 2023 · 5:11 PM UTC",112,25
https://twitter.com/BBCSport/status/1669029832410243096#m,The #FIFAWWC will be on the BBC.  The tournament gets under way on 20th July.  #BBCFootball,"Jun 14, 2023 · 5:11 PM UTC",3586,472
https://twitter.com/bbcpress/status/1669030805224529938#m,"⚽️ Football’s coming (to your) home!  The @BBC and ITV will provide live TV coverage of the 2023 FIFA Women’s World Cup in Australia and New Zealand, with live #FIFAWWC audio commentary on @bbc5live & 5 Sports Extra  Get all the info ➡️ https://www.bbc.co.uk/mediacentre/2023/bbc-itv-rights-deal-womens-fifa-world-cup/","Jun 14, 2023 · 5:15 PM UTC",206,40
https://twitter.com/bbcpress/status/1668915063992860673#m,📚💤 Guz Khan and Gaz Coombes to read @CBeebiesHQ  Bedtime Stories for Father’s Day Weekend!  Read more ➡️ https://www.bbc.co.uk/mediacentre/2023/guz-khan-gaz-coombes-cbeebies-bedtime-stories-fathers-day-weekend,"Jun 14, 2023 · 9:35 AM UTC",101,18
https://twitter.com/bbcpress/status/1668755627772919808#m,"First look at Jodie Whittaker, Tamara Lawrance and Bella Ramsay in #Time series two.  Further casting has also been announced.  More info: https://bbc.com/mediacentre/2023/time-s2-first-look/","Jun 13, 2023 · 11:02 PM UTC",1423,196
https://twitter.com/bbcpress/status/1668534038884229120#m,📢 The official @BBCRadio2 in the Park lineup has been announced!  ✨ Kylie Minogue ✨ Tears for Fears ✨ And many more....  Read more here ➡️ https://www.bbc.co.uk/mediacentre/2023/radio-2-in-the-park-artist-line-up/,"Jun 13, 2023 · 8:21 AM UTC",48,17
https://twitter.com/bbcpress/status/1668183412526465026#m,"🎾 Ready to head back to SW19?  There'll be daily coverage of #Wimbledon across @BBC TV, @BBCiPlayer, radio, @BBCSounds and @BBCSport online from Monday 3 - Sunday 16 July, with Clare Balding taking over as lead presenter  Get all the info ➡️ https://www.bbc.co.uk/mediacentre/2023/wimbledon-across-the-bbc","Jun 12, 2023 · 9:08 AM UTC",138,26
https://twitter.com/BBC/status/1667456577878781952#m,"The Hit List is BACK with a star-studded celebrity special! But who will get the chance to win £10,000 for their chosen charity?   Watch #TheHitList on #iPlayer tonight from 5.50pm bbc.in/thehitlist","Jun 10, 2023 · 9:00 AM UTC",17,4
https://twitter.com/BBCSounds/status/1666888967248027648#m,"Find out what broadcaster Andrew Neil thinks about Prince Harry’s phone hacking trial, on the latest #BBCNewscast...","Jun 8, 2023 · 7:24 PM UTC",56,14
https://twitter.com/bbcpress/status/1666760082518945795#m,"📻 BBC Radio Wales is refreshing its weekday schedule, including a new-look Radio Wales Breakfast  Find out more ➡️ https://www.bbc.co.uk/mediacentre/2023/bbc-radio-wales-refreshes-weekday-schedule","Jun 8, 2023 · 10:52 AM UTC",19,8
https://twitter.com/bbcpress/status/1666490672042352643#m,📢 Mel-come back! Bonnie Langford returns to #DoctorWho as Mel Bush  More info ➡️  https://www.bbc.co.uk/mediacentre/2023/bonnie-langford-doctor-who-return/,"Jun 7, 2023 · 5:01 PM UTC",365,48
https://twitter.com/bbcdoctorwho/status/1666490209792319509#m,"Mel-come back! 💙  Bonnie Langford, star of stage and screen, is returning to #DoctorWho as Melanie Bush. Find out more here ➡️ https://bbc.in/3WRBB1K","Jun 7, 2023 · 5:00 PM UTC",9505,1561
https://twitter.com/bbcglasto/status/1666376042213257216#m,It's Glasto time again! ✨  Watch on @bbciplayer | Listen on @bbcsounds,"Jun 7, 2023 · 9:26 AM UTC",328,67
https://twitter.com/bbc5live/status/1666005299591798785#m,#HowDoYouCope is back for Series 4. In the first episode Elis discusses the stress of moving house and John talks about the moment he realised he needed to address his relationship with alcohol.  @nomadicrevery | @elisjames,"Jun 6, 2023 · 8:53 AM UTC",257,19
https://twitter.com/bbcpress/status/1665663757857456128#m,"😘 Here come the girls!  @bbcthree announces a follow up series to the UK’s first gay dating show!  I Kissed A Girl will serve drama, smash stereotypes, and promise more twists and turns than ever.  Read more ➡️ https://www.bbc.co.uk/mediacentre/2023/i-kissed-a-girl-announcement-dannii-minogue/","Jun 5, 2023 · 10:16 AM UTC",160,25
https://twitter.com/bbcthree/status/1665659754625089538#m,Here come the girls! 🏳️‍🌈❤️   #IKissedAGirl is coming to @bbcthree. 💋,"Jun 5, 2023 · 10:00 AM UTC",671,44
https://twitter.com/BBC_Teach/status/1664512418188496896#m,"To help kids get into computing, BBC micro:bit – the next gen, is kicking off by giving away a free classroom set of micro:bits to every primary school in the UK!","Jun 2, 2023 · 6:01 AM UTC",83,48
https://twitter.com/bbcpress/status/1664287462703898624#m,📢 There's a whole host of programming and content exploring and celebrating the LGBTQ+ community on @bbcthree and @BBCiPlayer during Pride month  Find out more ➡️ https://www.bbc.co.uk/mediacentre/2023/pride-2023-on-bbc-three-iplayer,"Jun 1, 2023 · 3:07 PM UTC",26,6
https://twitter.com/BBCBreaking/status/1664499554815729664#m,"Phillip Schofield says he has ""lost everything"" and does not see a future for his career, in an interview with BBC News https://bbc.in/42lIkCj","Jun 2, 2023 · 5:09 AM UTC",2288,204
https://twitter.com/bbcpress/status/1663921567422709769#m,"📢 Gladiators, READY!   Here's your first look at the full Gladiators line-up - and the referees keeping them in check!  More ➡️ https://www.bbc.co.uk/mediacentre/2023/gladiators-first-look-and-referees-confirmed","May 31, 2023 · 2:53 PM UTC",141,37
https://twitter.com/BBCSounds/status/1663611383613669378#m,"How did the hunt for Covid’s origin become so politicised, polarised and toxic?  @TheJohnSudworth investigates.","May 30, 2023 · 6:20 PM UTC",16,8
https://twitter.com/bbcpress/status/1663815950523564032#m,"📢 Introducing your final four Gladiators...  Bionic, Electro, Phantom and Viper are READY!  Meet them ➡️ https://www.bbc.co.uk/mediacentre/2023/bionic-electro-phantom-viper-final-gladiators","May 31, 2023 · 7:53 AM UTC",21,7
https://twitter.com/bbcpress/status/1663480220723167233#m,"📢 Entries now open for BBC New Comedy Awards 2023!  ""We can’t wait to see what new British Comedy talent we discover this year.”  Find out more ➡️ https://www.bbc.co.uk/mediacentre/2023/entries-now-open-for-bbc-new-comedy-awards-2023","May 30, 2023 · 9:39 AM UTC",48,28
https://twitter.com/bbcpress/status/1663804016575275008#m,"📢 The BBC’s coverage of Glastonbury 2023 has been announced!  Highlights: ✨New podcasts, collections & playlists ✨Over 40 hours of TV coverage ✨Glasto-Cam Live ✨ Pyramid stage performances available in British Sign Language ✨And more...  Read more ➡️ https://www.bbc.co.uk/mediacentre/2023/bbc-music-glastonbury-2023/","May 31, 2023 · 7:06 AM UTC",49,22
https://twitter.com/bbcthree/status/1663463359646257152#m,The boys are back and they have some tea to spill… ☕️  Get ready for #IKissedABoy: The Reunion on Sunday 11 June 6am on @BBCiPlayer and 9pm on #BBCThree.,"May 30, 2023 · 8:32 AM UTC",112,15
